biz_name,aspect,positive_aspect_count,negative_aspect_count,positive_aspect_ratio
Diversity Buffet,,1,1,0.5
Sake Sushi Hibachi House,,13,1,0.9285714285714286
Los Alamos Mexican Restaurant,,3,2,0.6
Panda Garden Chinese Restaurant,,6,5,0.5454545454545454
Pico Bello Cafe,,3,0,1.0
George Rivolo Diner,,13,0,1.0
Fox's Pizza Den,,6,2,0.75
Los Mariachis,,13,4,0.7647058823529411
Philomena Santucci's Square Pizza,,10,3,0.7692307692307693
Wok King Chinese Resturant,food,12,6,0.6666666666666666
Roma Pizza and Pasta,food,18,4,0.8181818181818182
Ariana - Voorhees,service,19,3,0.8636363636363636
Fireside Tavern,service,1,0,1.0
El Sabor Catracho,price,2,1,0.6666666666666666
Bull's Eye Saloon & Restaurant,food,11,7,0.6111111111111112
My Grandma's Country Kitchen,price,2,0,1.0
The Cafe at Waterford,service,42,1,0.9767441860465116
Volare Pizzeria & Restaurant,ambience,0,0,
Steak'em-Up,ambience,0,0,
Bellas Cafe,food,11,7,0.6111111111111112
Mother India,price,2,0,1.0
Johnson's 40th St Seafood House,food,25,4,0.8620689655172413
Thin & Crispy,price,7,0,1.0
Viggiano's Italian Restaurant,price,15,0,1.0
Karen Thai Street Food,service,1,0,1.0
Opheliya's Coffee and Pizza,food,7,0,1.0
Creekwood Pizza,food,6,2,0.75
Limey's Pub,ambience,2,2,0.5
Noble Roman's Pizza,food,9,3,0.75
China Panda Asian Cuisine,food,20,6,0.7692307692307693
Oregon Trail Roasting Co,ambience,8,1,0.8888888888888888
Big Star Coffee,price,4,0,1.0
Gyro King and Fried Chicken,ambience,2,1,0.6666666666666666
Eddie's Pizza,service,0,0,
Laketown Harbor,ambience,4,0,1.0
Panda House,ambience,15,8,0.6521739130434783
Sal's On 12th,ambience,3,3,0.5
The Refinery at SugarHouse Casino,food,12,3,0.8
Jenny Pho,price,3,1,0.75
Safety Harbor Pizzeria,ambience,4,0,1.0
ABC Pizza International,price,10,2,0.8333333333333334
Village Pantry,price,10,0,1.0
Crossroads Grille,food,14,1,0.9333333333333333
Pho Anh,ambience,2,0,1.0
Crazy Dogs Taqueria,price,6,0,1.0
StarOPolska Kuchnia,service,6,3,0.6666666666666666
Lan Zhou Lamen,service,17,5,0.7727272727272727
Collingswood Diner,service,7,0,1.0
Cold Cut Hut,ambience,1,0,1.0
Franco's Pizza & Steak House,ambience,15,0,1.0
Pizza King,price,11,3,0.7857142857142857
1 Stop Sushi Express,price,1,0,1.0
Flourtown Pizza & Restaurant,food,7,3,0.7
Leverock's Seafood House of St Pete Beach,price,1,0,1.0
Soda Fountain Square,service,4,5,0.4444444444444444
True Song KTV,service,5,0,1.0
Wok Deli,ambience,1,1,0.5
Blue Monkey Cafe,service,7,2,0.7777777777777778
Anderson Road Cafe,ambience,2,0,1.0
Ruma's Deli,price,5,1,0.8333333333333334
Edible Difference,food,13,2,0.8666666666666667
Tilted Kilt,ambience,2,2,0.5
Donatello's,food,15,4,0.7894736842105263
Tokyo Sushi,price,9,6,0.6
Santo,,13,0,1.0
Jasmine Asian Bistro,,14,2,0.875
Casa Molina Del Norte Restaurant,,11,3,0.7857142857142857
Academy Pizza,,1,0,1.0
Captain Scott's Fish & Chips,,3,1,0.75
Nonna's A Giunta Tradition,,4,2,0.6666666666666666
Pinches,,3,1,0.75
Juice Bar Mt Juliet,,6,0,1.0
Pina's Pizzaria,,5,0,1.0
Pullella's Pizza Parlor,,6,1,0.8571428571428571
Buca D’Oro ,,1,1,0.5
Chong Wah,,3,2,0.6
Bella Italy,,4,0,1.0
NYF,,1,0,1.0
D Boozers Food & Fire,service,8,1,0.8888888888888888
Monstah Lobstah,ambience,6,3,0.6666666666666666
Tavern On Main,price,28,4,0.875
Brits Fish & Chips,price,9,6,0.6
Vizard's,ambience,11,2,0.8461538461538461
Randazzo's Pizzeria,service,13,2,0.8666666666666667
Pueblo Lindo,price,23,1,0.9583333333333334
Pat's Pizzeria,ambience,9,7,0.5625
The M Room,service,6,1,0.8571428571428571
Motown Coney Island,price,1,0,1.0
La Caridad Bakery,service,14,3,0.8235294117647058
EAT Café,food,26,2,0.9285714285714286
Grandad's General Store,price,2,0,1.0
No 1 Chinese,ambience,11,3,0.7857142857142857
Legends,price,3,0,1.0
Pita Dream Tampa,food,14,0,1.0
The Place,service,11,0,1.0
Aussie Grill - Clearwater,food,14,2,0.875
Allium Café + Bar,service,35,7,0.8333333333333334
Babushka's - Hyde Park,ambience,2,3,0.4
Hachi Asian Fusion,service,7,5,0.5833333333333334
The Pearl Restaurant and Oyster Bar,price,3,3,0.5
The Tea Place,ambience,7,0,1.0
Sage & Onion,service,5,1,0.8333333333333334
Gretna Depot Cafe & Spirits,price,4,2,0.6666666666666666
Mini Corral Hamburgers,ambience,8,2,0.8
Chef Paul's,food,21,3,0.875
Lazaro's Pizza & PoBoys,ambience,2,4,0.3333333333333333
Midtown Grill,service,8,2,0.8
Anderson's Country Store,food,7,0,1.0
Sonam,service,3,0,1.0
Sofia's Greek Grill,price,16,3,0.8421052631578947
Taqueria Jalisco,ambience,5,1,0.8333333333333334
Oceanos Restaurant,service,18,5,0.782608695652174
Oishii,service,13,1,0.9285714285714286
Tony Roni's Pizza Drexel Hill,ambience,8,2,0.8
Phó Lee,price,7,1,0.875
Corky's Ribs & BBQ,food,10,9,0.5263157894736842
Felice Italian Pork & Delicatessen,ambience,17,4,0.8095238095238095
Ric's Cafe,service,9,6,0.6
Rays Vegan Soul,ambience,13,2,0.8666666666666667
Swagat Indian Cuisine,ambience,2,0,1.0
Mr Cheng,price,2,0,1.0
REPUBLIC quality food & drink,food,12,0,1.0
Daddy Hot Bird,price,0,0,
Barley's Billiards & Grille,price,4,2,0.6666666666666666
Cafe Lula at the Ryman,price,9,3,0.75
Seaside Oyster Grill,service,10,6,0.625
Smokies BBQ,ambience,4,1,0.8
Biscuit Kitchen,food,3,2,0.6
Clyde's Original Chop House,ambience,5,3,0.625
Carondelet Diner,,2,1,0.6666666666666666
Merchant Bar,,2,0,1.0
Schiano's Las Vegas Pizza,,3,0,1.0
Generation Food Court Tampa,,1,1,0.5
Fast Stop ,,0,0,
Michaelangelo's,,5,3,0.625
SIMPLICITY Cold Pressed Juice,,7,0,1.0
House of Savoy,ambience,8,0,1.0
Old Swedes Inn,,0,0,
Great Steak,,2,0,1.0
Da Pollani’s,,13,0,1.0
First Choice Jamaican Restaurant,food,24,1,0.96
Las Margaritas,,22,2,0.9166666666666666
Taqueria El Buen Gusto,,1,0,1.0
Virundhu,,3,0,1.0
KG's Eastside Cafe,ambience,2,3,0.4
Napoleon Burger,food,15,1,0.9375
Casa Mexico,price,15,0,1.0
Pamir Grill Kabob,service,14,1,0.9333333333333333
Beach Bites Cafe fla,price,1,0,1.0
Blondie's Bar and Grill,ambience,2,0,1.0
Everything Bagel Cafe,price,20,0,1.0
Baam Burger,ambience,18,0,1.0
Old School Bar and Grill,price,4,2,0.6666666666666666
Tung Hsing House,food,10,4,0.7142857142857143
Vicki's Cold Cuts,food,9,4,0.6923076923076923
Ted Brennan's Decatur,service,22,2,0.9166666666666666
Filiberto's,service,12,0,1.0
Sunset Sushi And Thai,ambience,4,1,0.8
Toscana Pizzeria & Restaurant,price,2,0,1.0
Madeline's Italian Restaurant,price,1,0,1.0
Chihuahua Mexican Grill,price,29,0,1.0
Estaño,ambience,2,0,1.0
Prime 505,price,0,1,0.0
Trio Cold Cuts & Sandwich Pub,price,7,0,1.0
Blue Pacific,price,9,3,0.75
El Torero Mexican Restaurant,food,19,4,0.8260869565217391
Syberg's on Market,price,16,2,0.8888888888888888
Hokkaido Seafood Buffet and Grill,ambience,17,5,0.7727272727272727
Kebab King,price,11,4,0.7333333333333333
Wok Box,price,3,1,0.75
Smiles Coffeehouse,service,16,1,0.9411764705882353
Riverside Pizza,ambience,19,1,0.95
Tony's Restaurant,price,0,0,
El Scorcho,price,6,1,0.8571428571428571
Seattle Teriyaki House,ambience,3,0,1.0
Village Pantry,service,8,3,0.7272727272727273
Pho Danh #4,ambience,6,2,0.75
Burrito Bonito,service,8,1,0.8888888888888888
Tony's Luke,price,4,5,0.4444444444444444
Largo Pizza,ambience,2,0,1.0
Brenda's Cakes and Catering,ambience,1,1,0.5
Keating's River Grill,price,6,8,0.42857142857142855
Grafted Whiskey & Wine Bar,ambience,18,0,1.0
Studio B Bakery & Bistro,price,2,0,1.0
Philly Dat Up,service,2,2,0.5
John's Pizza,food,72,7,0.9113924050632911
Polish Express,service,9,0,1.0
Sandwich Shop,price,4,0,1.0
Fishers Test Kitchen,price,8,2,0.8
Theresas Byob,ambience,7,5,0.5833333333333334
Grapevine Deli,food,9,0,1.0
Tiny Chef,ambience,2,0,1.0
Gyros to Go,ambience,3,0,1.0
Stacky's Seaside,service,6,5,0.5454545454545454
Lilly Chinese Fast Foods,service,3,0,1.0
Makefield's Public House,ambience,1,0,1.0
Cafe Vienna,price,13,2,0.8666666666666667
401 Diner,ambience,6,1,0.8571428571428571
Guajillo Mexican Grill,,11,2,0.8461538461538461
Taqueria Sanchez,,16,1,0.9411764705882353
Droopy's BBQ,,4,0,1.0
Seafood Dive,,4,0,1.0
Laziza,,4,0,1.0
Towne Pizza Sub Shop,,2,3,0.4
Plato's Pizza Steak & Spaghetti House,,2,0,1.0
Carl's Jr.,service,2,1,0.6666666666666666
Ocho Rios Cafe,service,12,2,0.8571428571428571
Lettuce B. Frank,,2,1,0.6666666666666666
Blue Ocean,,1,2,0.3333333333333333
Feraro's Jersey Style Pizza,ambience,48,2,0.96
Za’atar Mediterranean Restaurant & Bakery,service,42,17,0.711864406779661
The Anchor Bar,service,24,6,0.8
3 Brothers Halal Food Truck,price,4,1,0.8
Dooris Mediterranean Cafe,service,26,2,0.9285714285714286
Asian Bistro,service,16,3,0.8421052631578947
D Dooley's 026 Grill,ambience,6,9,0.4
Taqueria Y Antojitos La Poblanita,food,7,0,1.0
Hiro Hibachi Express and Sushi,ambience,33,0,1.0
Lou's Farm Mart,price,4,0,1.0
Corner Pub Cool Springs,ambience,7,2,0.7777777777777778
TOSS - Salads & Wraps,price,0,0,
Hoagie Heaven,price,2,0,1.0
Sea Hags,price,19,2,0.9047619047619048
Vito Pizza,food,4,2,0.6666666666666666
The Standard Club,food,12,0,1.0
King's Garden Express,ambience,1,1,0.5
Dawson Taylor - Downtown,price,4,0,1.0
Texas Meltz,price,4,1,0.8
Wasted Grain,food,2,2,0.5
New Baja Grill,price,11,0,1.0
Thai Chilli Pepper,food,8,0,1.0
Dona Linda,ambience,1,2,0.3333333333333333
Franklin Juice Company,ambience,0,0,
Pitas On the Run,food,5,2,0.7142857142857143
Jefferson Avenue Bistro,price,13,0,1.0
Pete & Terry's Tavern,ambience,4,0,1.0
The Wicked Vine,food,6,0,1.0
Fez,service,5,2,0.7142857142857143
Liquid Charm,ambience,4,0,1.0
Casapulla's Elsmere Steak & Sub Shop,ambience,4,1,0.8
Koko,food,4,0,1.0
Pari Cafe Creperie,ambience,8,2,0.8
La Fonda,ambience,20,5,0.8
Dos Sisters,service,3,0,1.0
Mazara,service,7,2,0.7777777777777778
Tinker House Events,food,10,2,0.8333333333333334
Pizza Pino,ambience,0,0,
Crepe N' Roll,ambience,12,1,0.9230769230769231
Indian Food,food,19,2,0.9047619047619048
Pho 97,price,8,0,1.0
K Top Asian Fusion,price,6,1,0.8571428571428571
Mae Mae Asian Bistro,price,4,0,1.0
Thai Smiles,service,20,1,0.9523809523809523
Big Boyz Burgers and More,service,11,0,1.0
Miga Korean Cuisine Restaurant,ambience,4,1,0.8
Richard's on 50th,food,3,5,0.375
Liberty Square Pizza & Restaurant,service,17,0,1.0
Taste Of India Express,price,8,0,1.0
Emperor's Palace,price,9,2,0.8181818181818182
Linda's Vegetarian Village Restaurant,ambience,14,2,0.875
Baggin's Gourmet Sandwiches,service,4,0,1.0
China Sea,price,4,0,1.0
Coyote's Ranch Grill & Saloon,ambience,1,1,0.5
Gyro Plus,ambience,3,1,0.75
El Scorcho,food,16,3,0.8421052631578947
Hoagie Heaven,service,4,0,1.0
Argana,,11,8,0.5789473684210527
Soul Food Artist,,4,2,0.6666666666666666
Ms. Juicy Lucy's,,3,0,1.0
Wild Bill's Barbeque,,2,0,1.0
The Mustard Seed Restaurant,,5,2,0.7142857142857143
Perkiomen Pizza & Pasta,,3,4,0.42857142857142855
Charlies Country Ribs,price,4,1,0.8
Your Pie,service,15,6,0.7142857142857143
Hunan Garden,,3,0,1.0
Oso's Republic,,8,2,0.8
Dragon Nest,,7,1,0.875
Schnitzel's Austrian Grill,,4,0,1.0
Mangosteen,,10,1,0.9090909090909091
Giovani Pizza,,11,1,0.9166666666666666
Riverfront Restaurant,,2,0,1.0
Mother Mary's,,3,0,1.0
Tampopo 2,price,8,2,0.8
Farm 2 Fork,,2,0,1.0
Taqueria La Furia,,3,0,1.0
Beagle Tavern,,3,0,1.0
Jägerstüble,,10,0,1.0
Mariachis,service,24,1,0.96
Uncle C's New Orleans Style Fried Chicken,,0,0,
Grand China,price,1,1,0.5
King Wok Chinese Restaurant,,3,0,1.0
Mi Pueblito,,3,0,1.0
Sarku Japan,,5,2,0.7142857142857143
The Mayne Dish,service,10,0,1.0
Cheesy Rider,food,3,0,1.0
Poké Fish - Soho,price,1,0,1.0
McKeever's Tavern,ambience,7,1,0.875
George's Breakfast Station,price,9,0,1.0
1904 Steakhouse,ambience,18,6,0.75
Sushi Shack,food,17,1,0.9444444444444444
Blarney Stone,ambience,0,4,0.0
River City Creole Grill,price,0,0,
Four Seasons Chinese Restaurant,price,3,2,0.6
Acapulco Loco,service,15,5,0.75
La Michoacana Deluxe 2,ambience,3,0,1.0
Blue Ocean,price,3,0,1.0
Denise's Delicacies,price,4,1,0.8
The Local Deli & Cafe,price,6,0,1.0
Meju,price,1,1,0.5
New Napoli Famous Pizza,price,0,0,
China Bowl & State Street Cafe,ambience,6,3,0.6666666666666666
A Taste of Italy,service,3,2,0.6
Tumerico On 4th Ave,food,39,4,0.9069767441860465
Sweetberry Royersford,ambience,1,2,0.3333333333333333
Toulouse House Grocery,service,5,0,1.0
Baba's Japanese Steakhouse & Sushi Bar,service,59,4,0.9365079365079365
Saigon Grill,price,2,0,1.0
Thai Ginger,ambience,3,0,1.0
Tony’s Eat and Drink,price,4,1,0.8
Cyclo Cafe,ambience,2,0,1.0
Lumber Jacks Pancake & Steakhouse,price,7,0,1.0
ShopRite of Hatfield,food,6,6,0.5
Old English Pizza,food,7,5,0.5833333333333334
El Sazon de Doña Eva,price,3,1,0.75
Johnson's Cafe,price,2,1,0.6666666666666666
Cherry's,food,1,1,0.5
W-----o,service,2,1,0.6666666666666666
Manny Brown's,service,2,6,0.25
What's For Dessert,food,21,1,0.9545454545454546
Riley's Irish Tavern,food,3,2,0.6
Carrella's Italian Pizzeria,food,9,1,0.9
Paradise Aqua Frescas,ambience,0,1,0.0
Florissant City Diner,price,12,0,1.0
Xun Yu Si Kao,,24,3,0.8888888888888888
China Chen Restaurant,,0,1,0.0
PokiRito,,13,1,0.9285714285714286
BJ's Bar and Restaurant,,5,0,1.0
Sam Kabob Gyro,,6,2,0.75
Buca Di Beppo,,4,0,1.0
Brakeman's Cafe,,4,0,1.0
Roma Pizza,,7,2,0.7777777777777778
Apple Spice,,2,0,1.0
Zhang Bistro,,11,0,1.0
El Toro Pizza and Grill,,1,1,0.5
The Cafe at Rail City,,4,1,0.8
Iron Tower Deli Shop,,8,1,0.8888888888888888
Maurizio's Ristorante,service,7,0,1.0
Italian Brick Oven Pizzeria,food,15,2,0.8823529411764706
El Gallo Tropical,price,17,2,0.8947368421052632
Duckweed Urban Grocery,price,2,0,1.0
Winnie Q,food,31,6,0.8378378378378378
Bisou Bistro,service,11,3,0.7857142857142857
Donkey's Place Downtown,food,10,0,1.0
Barbecue King City,ambience,1,1,0.5
Schenk's Family Bakery,ambience,8,0,1.0
El Nopal,price,14,1,0.9333333333333333
Tomasito's,price,1,0,1.0
Boujie Biscuit,ambience,19,0,1.0
Greenheart Bakery,price,1,0,1.0
D & D Italian Bakery,food,18,1,0.9473684210526315
The Cupcake Collection,food,13,0,1.0
Jjang Ga Nae,service,10,7,0.5882352941176471
Lone Star Steakhouse,price,5,4,0.5555555555555556
Krispy Krab,ambience,0,0,
El Chilito Fish-N-Chips,service,0,0,
Chutneys Indian Grill,price,1,0,1.0
Authentic Nashville,service,1,4,0.2
Joyce's Soulful Cuisine,food,17,2,0.8947368421052632
First Choice Jamaican Restaurant,ambience,2,0,1.0
Pizza Pino,food,6,8,0.42857142857142855
Sabor Puebla Taqueria & Cafe,food,7,0,1.0
Frankie's Pizza Parlor,service,5,0,1.0
Mangia Gourmet,service,40,1,0.975609756097561
Hogtown Smokehouse,service,37,0,1.0
Lali Restaurant,ambience,8,0,1.0
Pho Cali,service,24,9,0.7272727272727273
Lucky 7 Deli,service,16,0,1.0
Estaño,price,1,0,1.0
106th Street Grill,food,9,1,0.9
Twisted District Brew Co.,service,22,0,1.0
Eni's Pizza,food,18,2,0.9
Fusion Asian Grill,service,14,5,0.7368421052631579
Aladdin Mediterranean-Middle Eastern Restaurant,price,1,1,0.5
Nina's Cucina,service,22,1,0.9565217391304348
Peking Wok,price,2,1,0.6666666666666666
Le Skewer,ambience,15,1,0.9375
Green Olives Cafe,price,4,1,0.8
Taqueria El Buen Gusto,service,6,0,1.0
LOVE Grille,ambience,8,4,0.6666666666666666
Fire + Spice Tucson,service,19,4,0.8260869565217391
The City Yogurt,ambience,1,0,1.0
Tay's Soul Food,service,5,1,0.8333333333333334
Trattoria della Famiglia,ambience,7,2,0.7777777777777778
Village Inn Pancake House,ambience,3,2,0.6
Taco Caballito,price,10,0,1.0
Legends Bar And Grill,food,52,12,0.8125
Popcorn Bistro,service,5,0,1.0
Eat To Live Cafe,service,13,1,0.9285714285714286
Koi Sushi Bar,ambience,4,0,1.0
Rodolfo's Taco Shop,ambience,6,3,0.6666666666666666
Cafe India,,3,0,1.0
To-Yo Japanese Restaurant & Bar,,6,0,1.0
Ten Bar and Grille,,2,0,1.0
Salty J's,,8,0,1.0
GetGo Gas Station,,1,0,1.0
Little Mexico,,6,1,0.8571428571428571
Linda's Crab Shack,,7,0,1.0
Continental Provisions,,4,0,1.0
Dublin Bakery,,1,0,1.0
Stacked Pickle Plainfield,,14,6,0.7
Indochinois Restaurant,,9,3,0.75
Maxwells Carribean American Take Outs,,5,0,1.0
Santoro's Pizza & Subs,,4,0,1.0
Sammy + Paco’s,,4,0,1.0
Taqueria Mi Mexico,,6,0,1.0
Bud's Blazin' BBQ,,4,2,0.6666666666666666
Coins Restaurant and Pub,,0,0,
Pit Stop Pizza & Steaks,price,5,0,1.0
Route 23 Cafe,service,9,4,0.6923076923076923
Wang Gang Asian Eats,service,3,1,0.75
Rico's Acai,food,74,6,0.925
Barone Tuscan Grill,service,3,2,0.6
Wow Bao,service,0,0,
Streetcar Charlie's Bar & Grille,price,2,0,1.0
Conshohocken Italian Bakery,ambience,6,3,0.6666666666666666
Cafe Brasil,ambience,5,2,0.7142857142857143
The Best House Pizzeria,ambience,2,6,0.25
Black Pearl Seafood Bar,price,14,3,0.8235294117647058
Camden food,food,5,3,0.625
Bill's Family Pizza,price,2,0,1.0
Portland Brew,price,19,4,0.8260869565217391
Pam's Roti Shop & Caribbean Market,price,11,0,1.0
Over Easy Breakfast Club,service,51,7,0.8793103448275862
TM Breads & Pastries,price,8,0,1.0
Dunn's River Island Cafe,price,4,1,0.8
Bacco Restaurant,service,27,5,0.84375
Corky's Ribs & BBQ,ambience,2,0,1.0
Georgia Boy's Bar B-Que,service,4,0,1.0
Two Peters Diner,service,29,3,0.90625
El Texano,service,28,4,0.875
Creations Dining Room & Lounge,price,3,1,0.75
Duos,service,33,2,0.9428571428571428
Koba,service,20,1,0.9523809523809523
Bésame,ambience,10,0,1.0
Maxwells Carribean American Take Outs,price,3,0,1.0
Rogue Wave Coffee,food,9,0,1.0
Carriage House Restaurant & Bar,food,1,2,0.3333333333333333
Pantera's Pizza,ambience,1,0,1.0
Taqueria El Pastorcito,ambience,6,1,0.8571428571428571
La Cocina Mexican Restaurant,service,37,7,0.8409090909090909
Woody's Pizza & Wings,service,7,1,0.875
Four Green Fields,price,15,4,0.7894736842105263
Dan Dan - Ardmore,price,5,0,1.0
Croce's Pizza,food,9,2,0.8181818181818182
Original Dominick's,ambience,1,1,0.5
Alfredo's Italian Byo West Chester,service,7,0,1.0
Mike's Sub & Donair,service,2,0,1.0
Fiesta Habanero,ambience,8,2,0.8
Chloe’s Corner,price,3,2,0.6
Chaiyo Sushi and Thai Cuisine,price,7,0,1.0
Perrys Pizzeria,food,5,0,1.0
Bassett's Original Memphis BBQ,food,13,9,0.5909090909090909
Par 3 Restaurant & Lounge,food,18,8,0.6923076923076923
Ban by Naked Tchopstix,service,0,3,0.0
Tacotacomexican,price,8,1,0.8888888888888888
Bonanza Western Grill,ambience,10,1,0.9090909090909091
Carniceria Latino Americana,service,5,2,0.7142857142857143
Panda Palace,ambience,3,0,1.0
Camille's Sidewalk Cafe,service,3,3,0.5
Pennsport Market & Deli,food,6,0,1.0
The Mulligan's Pub,price,4,0,1.0
Cafe Le Crumbs,ambience,29,0,1.0
Ming River Chinese Restaurant,ambience,1,0,1.0
Rock N Roll Sushi - Hendersonville,ambience,1,0,1.0
The Stone & Wheel Pizzeria,ambience,3,2,0.6
Ikki Izakaya,,5,1,0.8333333333333334
Oso's Baja Burrito,,1,1,0.5
Country Pride Restaurant,,1,0,1.0
Drexel Kebab & Gyro,,11,1,0.9166666666666666
Jerry's Rotisserie and Fried Chicken,,2,1,0.6666666666666666
Giovanni Ristorante West,,4,1,0.8
Firestick Grill,,1,0,1.0
B's Diner,,3,0,1.0
The Original Tony's Pizza,,2,0,1.0
Hole in One Donuts - Brandon,,21,0,1.0
Bonna Station,,4,3,0.5714285714285714
Casablanca Cafe,service,4,0,1.0
Re-Voaked Sandwiches,,8,0,1.0
Viet Hua Market,,1,0,1.0
Almaz Cafe,,3,0,1.0
Los Cantaritos Mexican Grill,price,8,1,0.8888888888888888
Vintage Grille,food,23,7,0.7666666666666667
China Cafe,ambience,3,1,0.75
Los Arboles Bar & Grill,price,1,0,1.0
Kased Brothers Halal,food,2,0,1.0
China East,ambience,0,1,0.0
Via Vino Enoteca,ambience,9,2,0.8181818181818182
El Toro,price,10,1,0.9090909090909091
Woops - Franklin,service,2,0,1.0
Big Tim's BBQ,ambience,5,2,0.7142857142857143
PHS Pop Up Garden - East Passyunk,food,8,4,0.6666666666666666
La Margarita - Carmel,service,2,2,0.5
Riverfront Market,price,3,0,1.0
Puck's,service,3,3,0.5
Beef O'Brady's,ambience,3,0,1.0
Bar B Q Kings,service,6,1,0.8571428571428571
Formaggio's at Riverhills,price,0,0,
Off the Hook Seafood & Grill,price,6,1,0.8571428571428571
Alison two,ambience,8,0,1.0
Cramer Bakery,price,10,1,0.9090909090909091
Tony Luke's Springfield Mall,ambience,2,0,1.0
Gingham's,ambience,4,0,1.0
Simeri's Italian,price,2,0,1.0
Pizza Party,service,4,2,0.6666666666666666
Crisp Chikn,service,13,0,1.0
Coffee & Cream,service,1,4,0.2
Del Pietros Ristorante D'italiano,service,5,3,0.625
The Mulligan's Pub,service,6,0,1.0
Gumbo A Go Go,ambience,6,0,1.0
JSB Cafe at Santa Barbara City College,,2,1,0.6666666666666666
Chinatown Cafe,,7,0,1.0
Cafe Palermo,ambience,6,2,0.75
La San Marqueña Restaurant,,3,0,1.0
The Grille & Pub,,2,3,0.4
Agostino's Pizza,,5,0,1.0
Bellisimo at Casino del Sol,,1,1,0.5
Classics Bar & Grill,price,0,0,
The Beach Grill at Padaro,service,0,0,
Champagne Cafe,price,2,0,1.0
REPUBLIC quality food & drink,price,1,0,1.0
Joy Luck Chinese Express Grill,service,3,0,1.0
Tung Hsing House,ambience,0,0,
Milmont Pizza,ambience,6,0,1.0
Tikka Masalaa,price,4,2,0.6666666666666666
La Campagne,price,0,0,
Zing,price,12,1,0.9230769230769231
La Villa Pizza And Restaurant,service,6,0,1.0
Riverfront Tavern,ambience,12,1,0.9230769230769231
Zara Halal food,price,8,0,1.0
Luca Pizza & Italian Restaurant,ambience,7,1,0.875
Mother India,ambience,3,0,1.0
Mama Lu,price,6,3,0.6666666666666666
Lake House,ambience,4,0,1.0
Burrito Bonito,ambience,0,4,0.0
La Cabanita Mex 4,ambience,9,0,1.0
Charlie & Barney's,,4,0,1.0
Costa Brava,,11,2,0.8461538461538461
Ball Park Pizza and Eatery,,6,1,0.8571428571428571
Philly Dat Up,,4,1,0.8
The Recovery Room Bar & Grill,,0,0,
Creekwood Pizza,,4,1,0.8
Seasons American Cuisine,,2,0,1.0
Manny & Olga's Pizza,,3,0,1.0
Shish Falafel,price,3,0,1.0
Masa Asia,,6,1,0.8571428571428571
Liberty Diner,service,13,4,0.7647058823529411
U-Swirl Frozen Yogurt,ambience,5,1,0.8333333333333334
Izlas Latin Cuisine,price,3,0,1.0
Kidds Chicken And Waffles,price,0,0,
The Bao Bar,service,15,2,0.8823529411764706
Big Richard's Hot Dogs,price,0,1,0.0
Bud & Marilyn’s,price,4,2,0.6666666666666666
Lolis Mexican Cravings Food Truck,service,3,0,1.0
Cajun King,price,1,0,1.0
Tengo Hambre,price,6,1,0.8571428571428571
La Casa Cafe,ambience,2,0,1.0
Nourish,price,4,1,0.8
Pike Creek Pizza Company,ambience,2,0,1.0
Happy Bread Cafe,ambience,2,0,1.0
Tony Luke's,price,6,1,0.8571428571428571
Arigato Japanese Steak House,ambience,3,0,1.0
Sub Port Giant New Jersey Submarine Sandwiches,ambience,1,0,1.0
El Minuto Cafe,ambience,1,0,1.0
Pho Tau Bay,price,2,0,1.0
House of Chiu,price,1,0,1.0
"Buster's Pizza, Donair & Pasta",price,1,0,1.0
Nick's,price,0,0,
Sinclair's Sunrise Cafe,service,8,0,1.0
Allegro Italian Kitchen,service,14,0,1.0
The Sandwich Cafe,service,6,0,1.0
Chong Wah,price,7,0,1.0
Grill Fresh,service,18,0,1.0
Hugo's Spanish Restaurant,ambience,17,1,0.9444444444444444
Orleans Avenue,ambience,1,1,0.5
Doyle's Family Restaurant,service,6,1,0.8571428571428571
Mary Brown's Famous Chicken & Taters!,,6,0,1.0
Soul of Africa Restaurant,,4,1,0.8
Franco's NY Style Pizza,,5,1,0.8333333333333334
Pelicana Chicken,,1,0,1.0
Cali's Coffee & Creamery,,10,0,1.0
Snow White Restaurant,,0,0,
Hulmeville Inn,,25,0,1.0
Tapper Pub,price,8,1,0.8888888888888888
Isaak and Steves Pizza,ambience,2,0,1.0
Salem City Cafe and Bar,price,2,1,0.6666666666666666
14 Parishes on Oak,service,8,0,1.0
Long Wongs,food,4,1,0.8
Pop's Famous Chicken,ambience,4,0,1.0
La Carreta Food Truck,ambience,1,0,1.0
Tam Tam African Restaurant,ambience,4,2,0.6666666666666666
Asia Mix Restaurant,service,2,0,1.0
Cafe Caribe,price,4,1,0.8
Taqueria La Costena,food,3,0,1.0
Wok Deli,price,2,0,1.0
Carniceria Las Mesitas,ambience,6,1,0.8571428571428571
Omikoshi Japanese Restaurant,ambience,0,1,0.0
Kingston 11,ambience,8,2,0.8
Latin it up,price,2,0,1.0
Bogo SB,service,2,0,1.0
Just Like Nannie Fixed It,price,3,1,0.75
Sabatino's Grill,ambience,3,2,0.6
New China Village,price,4,0,1.0
Hong Kong Noodle and Duck House,service,1,0,1.0
Buster's Pizza,food,1,4,0.2
Prime Burger Company,price,2,0,1.0
Uptown Sports Bar and Grill,price,2,1,0.6666666666666666
Riverside Seafood Market,ambience,3,4,0.42857142857142855
Pho Anh,food,6,3,0.6666666666666666
Lets Wok,food,1,2,0.3333333333333333
